Species,Genus,Family,Ordo,Class,Phylum
"Acanthomysis_fluviatilis_(Babueva,_1988)",Acanthomysis_[Arthropoda],Mysidae,Mysida,Malacostraca,Arthropoda
"Acanthomysis_hodgarti_(W._Tattersall,_1922)",Acanthomysis_[Arthropoda],Mysidae,Mysida,Malacostraca,Arthropoda
"Acanthomysis_indica_(W._Tattersall,_1922)",Acanthomysis_[Arthropoda],Mysidae,Mysida,Malacostraca,Arthropoda
"Acanthomysis_japonica_(Marukawa,_1928)",Acanthomysis_[Arthropoda],Mysidae,Mysida,Malacostraca,Arthropoda
"Acanthomysis_laticauda_Liu_&_Wang,_1983",Acanthomysis_[Arthropoda],Mysidae,Mysida,Malacostraca,Arthropoda
"Acanthomysis_longicornis_(Milne-Edwards,_1837)",Acanthomysis_[Arthropoda],Mysidae,Mysida,Malacostraca,Arthropoda
"Acanthomysis_longispina_Fukuoka_&_Murano,_2002",Acanthomysis_[Arthropoda],Mysidae,Mysida,Malacostraca,Arthropoda
"Acanthomysis_macrops_Pillai,_1973",Acanthomysis_[Arthropoda],Mysidae,Mysida,Malacostraca,Arthropoda
"Acanthomysis_microps_Biju_&_Panampunnayil,_2009",Acanthomysis_[Arthropoda],Mysidae,Mysida,Malacostraca,Arthropoda
"Acanthomysis_minuta_Liu_&_Wang,_1983",Acanthomysis_[Arthropoda],Mysidae,Mysida,Malacostraca,Arthropoda
"Acanthomysis_ornata_O._Tattersall,_1965",Acanthomysis_[Arthropoda],Mysidae,Mysida,Malacostraca,Arthropoda
"Acanthomysis_pelagica_(Pillai,_1957)",Acanthomysis_[Arthropoda],Mysidae,Mysida,Malacostraca,Arthropoda
"Acanthomysis_platycauda_(Pillai,_1961)",Acanthomysis_[Arthropoda],Mysidae,Mysida,Malacostraca,Arthropoda
"Acanthomysis_quadrispinosa_Nouvel,_1965",Acanthomysis_[Arthropoda],Mysidae,Mysida,Malacostraca,Arthropoda
"Acanthomysis_sinensis_Ii,_1964",Acanthomysis_[Arthropoda],Mysidae,Mysida,Malacostraca,Arthropoda
"Acanthomysis_stelleri_(Derzhavin,_1913)",Acanthomysis_[Arthropoda],Mysidae,Mysida,Malacostraca,Arthropoda
"Acanthomysis_strauchi_(Czerniavsky,_1882)",Acanthomysis_[Arthropoda],Mysidae,Mysida,Malacostraca,Arthropoda
"Acanthomysis_thailandica_Murano,_1986",Acanthomysis_[Arthropoda],Mysidae,Mysida,Malacostraca,Arthropoda
"Acanthomysis_trophopristes_O._Tattersall,_1957",Acanthomysis_[Arthropoda],Mysidae,Mysida,Malacostraca,Arthropoda
"Acanthonchus_arcuatus_(Kreis,_1928)",Acanthonchus_[Nematoda],Cyatholaimidae,Chromadorida,Adenophorea,Nematoda
Acanthonchus_californicus,Acanthonchus_[Nematoda],Cyatholaimidae,Chromadorida,Adenophorea,Nematoda
Acanthonchus_cobbi,Acanthonchus_[Nematoda],Cyatholaimidae,Chromadorida,Adenophorea,Nematoda
Acanthonchus_duplex,Acanthonchus_[Nematoda],Cyatholaimidae,Chromadorida,Adenophorea,Nematoda
Acanthonchus_duplicatus,Acanthonchus_[Nematoda],Cyatholaimidae,Chromadorida,Adenophorea,Nematoda
"Acanthonchus_gracilis_(Ditlevsen,_1918)",Acanthonchus_[Nematoda],Cyatholaimidae,Chromadorida,Adenophorea,Nematoda
"Acanthonchus_pugionatus_Vitiello,_1970",Acanthonchus_[Nematoda],Cyatholaimidae,Chromadorida,Adenophorea,Nematoda
Acanthonchus_rostratus,Acanthonchus_[Nematoda],Cyatholaimidae,Chromadorida,Adenophorea,Nematoda
Acanthonchus_setoi,Acanthonchus_[Nematoda],Cyatholaimidae,Chromadorida,Adenophorea,Nematoda
Acanthonchus_tridentatus,Acanthonchus_[Nematoda],Cyatholaimidae,Chromadorida,Adenophorea,Nematoda
"Acanthonchus_viviparus_Cobb,_1920",Acanthonchus_[Nematoda],Cyatholaimidae,Chromadorida,Adenophorea,Nematoda
"Acanthoniscus_spiniger_Kinahan,_1859",Acanthoniscus_[Arthropoda],Armadillidae,Isopoda,Malacostraca,Arthropoda
"Acanthonotozoma_cristatum_(Ross,_1835)",Acanthonotozoma_[Arthropoda],Acanthonotozomatidae,Amphipoda,Malacostraca,Arthropoda
"Acanthonotozoma_dunbari_Just,_1978",Acanthonotozoma_[Arthropoda],Acanthonotozomatidae,Amphipoda,Malacostraca,Arthropoda
"Acanthonotozoma_gurjanovae_Just,_1978",Acanthonotozoma_[Arthropoda],Acanthonotozomatidae,Amphipoda,Malacostraca,Arthropoda
"Acanthonotozoma_inflatum_(Kroyer,_1842)",Acanthonotozoma_[Arthropoda],Acanthonotozomatidae,Amphipoda,Malacostraca,Arthropoda
"Acanthonotozoma_magnum_Just,_1978",Acanthonotozoma_[Arthropoda],Acanthonotozomatidae,Amphipoda,Malacostraca,Arthropoda
"Acanthonotozoma_monodentatum_Kudzjaschov,_1965",Acanthonotozoma_[Arthropoda],Acanthonotozomatidae,Amphipoda,Malacostraca,Arthropoda
"Acanthonotozoma_portum_(Kunkel,_1910)",Acanthonotozoma_[Arthropoda],Acanthonotozomatidae,Amphipoda,Malacostraca,Arthropoda
"Acanthonotozoma_rusanovae_Bryazgin,_1974",Acanthonotozoma_[Arthropoda],Acanthonotozomatidae,Amphipoda,Malacostraca,Arthropoda
"Acanthonotozoma_serratum_(Fabricius,_1780)",Acanthonotozoma_[Arthropoda],Acanthonotozomatidae,Amphipoda,Malacostraca,Arthropoda
"Acanthonotozoma_sinuatum_Just,_1978",Acanthonotozoma_[Arthropoda],Acanthonotozomatidae,Amphipoda,Malacostraca,Arthropoda
"Acanthonotozomella_alata_Schellenberg,_1926a",Acanthonotozomella_[Arthropoda],Acanthonotozomatidae,Amphipoda,Malacostraca,Arthropoda
"Acanthonotozomella_barnardi_Watling_&_Holman,_1980",Acanthonotozomella_[Arthropoda],Acanthonotozomatidae,Amphipoda,Malacostraca,Arthropoda
"Acanthonotozomella_rauscherti_Coleman_&_Jger,_2001",Acanthonotozomella_[Arthropoda],Acanthonotozomatidae,Amphipoda,Malacostraca,Arthropoda
"Acanthonotozomella_trispinosa_(Bellan-Santini,_1972a)",Acanthonotozomella_[Arthropoda],Acanthonotozomatidae,Amphipoda,Malacostraca,Arthropoda
"Acanthonotozomoides_oatesi_(K.H._Barnard,_1930)",Acanthonotozomoides_[Arthropoda],Acanthonotozomatidae,Amphipoda,Malacostraca,Arthropoda
"Acanthonotozomoides_sublitoralis_Schellenberg,_1931",Acanthonotozomoides_[Arthropoda],Acanthonotozomatidae,Amphipoda,Malacostraca,Arthropoda
"Acanthonotozomopsis_pushkini_(Bushueva,_1978)",Acanthonotozomopsis_[Arthropoda],Vicmusiidae,Amphipoda,Malacostraca,Arthropoda
"Acanthonus_armatus_Gnther,_1878",Acanthonus_[Chordata],Ophidiidae,Ophidiiformes,Actinopterygii,Chordata
"Acanthonyx_brevifrons_A._Milne-Edwards,_1869",Acanthonyx_[Arthropoda],Epialtidae,Decapoda,Malacostraca,Arthropoda
"Acanthonyx_consobrinus_A._Milne-Edwards,_1862",Acanthonyx_[Arthropoda],Epialtidae,Decapoda,Malacostraca,Arthropoda
"Acanthonyx_dentatus_H._Milne_Edwards,_1834",Acanthonyx_[Arthropoda],Epialtidae,Decapoda,Malacostraca,Arthropoda
"Acanthonyx_depressifrons_Manning_&_Holthuis,_1981",Acanthonyx_[Arthropoda],Epialtidae,Decapoda,Malacostraca,Arthropoda
"Acanthonyx_dissimulatus_Coelho,_1993",Acanthonyx_[Arthropoda],Epialtidae,Decapoda,Malacostraca,Arthropoda
"Acanthonyx_elongatus_Miers,_1877",Acanthonyx_[Arthropoda],Epialtidae,Decapoda,Malacostraca,Arthropoda
"Acanthonyx_euryseroche_Griffin_&_Tranter,_1986",Acanthonyx_[Arthropoda],Epialtidae,Decapoda,Malacostraca,Arthropoda
"Acanthonyx_formosa_Wu,_Yu_&_Ng,_1999",Acanthonyx_[Arthropoda],Epialtidae,Decapoda,Malacostraca,Arthropoda
"Acanthonyx_inglei_Tirmizi_&_Kazmi,_1988",Acanthonyx_[Arthropoda],Epialtidae,Decapoda,Malacostraca,Arthropoda
"Acanthonyx_limbatus_A._Milne-Edwards,_1862",Acanthonyx_[Arthropoda],Epialtidae,Decapoda,Malacostraca,Arthropoda
"Acanthonyx_lunulatus_(Risso,_1816)",Acanthonyx_[Arthropoda],Epialtidae,Decapoda,Malacostraca,Arthropoda
"Acanthonyx_minor_Manning_&_Holthuis,_1981",Acanthonyx_[Arthropoda],Epialtidae,Decapoda,Malacostraca,Arthropoda
"Acanthonyx_nodulosa_(Dana,_1852)",Acanthonyx_[Arthropoda],Epialtidae,Decapoda,Malacostraca,Arthropoda
"Acanthonyx_petiverii_H._Milne_Edwards,_1834",Acanthonyx_[Arthropoda],Epialtidae,Decapoda,Malacostraca,Arthropoda
"Acanthonyx_quadridentatus_Krauss,_1843",Acanthonyx_[Arthropoda],Epialtidae,Decapoda,Malacostraca,Arthropoda
"Acanthonyx_sanctaehelenae_Chace,_1966",Acanthonyx_[Arthropoda],Epialtidae,Decapoda,Malacostraca,Arthropoda
"Acanthonyx_scutellatus_MacLeay,_1838",Acanthonyx_[Arthropoda],Epialtidae,Decapoda,Malacostraca,Arthropoda
"Acanthonyx_scutiformis_(Dana,_1851)",Acanthonyx_[Arthropoda],Epialtidae,Decapoda,Malacostraca,Arthropoda
"Acanthonyx_undulatus_Barnard,_1947",Acanthonyx_[Arthropoda],Epialtidae,Decapoda,Malacostraca,Arthropoda
"Acanthopagrus_akazakii_Iwatsuki,_Kimura_&_Yoshino,_2006",Acanthopagrus_[Chordata],Sparidae,Perciformes,Actinopterygii,Chordata
"Acanthopagrus_australis_(Gnther,_1859)",Acanthopagrus_[Chordata],Sparidae,Perciformes,Actinopterygii,Chordata
"Acanthopagrus_berda_(Forsskl,_1775)",Acanthopagrus_[Chordata],Sparidae,Perciformes,Actinopterygii,Chordata
"Acanthopagrus_bifasciatus_(Forsskl,_1775)",Acanthopagrus_[Chordata],Sparidae,Perciformes,Actinopterygii,Chordata
"Acanthopagrus_butcheri_(Munro,_1949)",Acanthopagrus_[Chordata],Sparidae,Perciformes,Actinopterygii,Chordata
"Acanthopagrus_chinshira_Kume_&_Yoshino,_2008",Acanthopagrus_[Chordata],Sparidae,Perciformes,Actinopterygii,Chordata
"Acanthopagrus_latus_(Houttuyn,_1782)",Acanthopagrus_[Chordata],Sparidae,Perciformes,Actinopterygii,Chordata
"Acanthopagrus_omanensis_Iwatsuki_&_Heemstra,_2010",Acanthopagrus_[Chordata],Sparidae,Perciformes,Actinopterygii,Chordata
"Acanthopagrus_palmaris_(Whitley,_1935)",Acanthopagrus_[Chordata],Sparidae,Perciformes,Actinopterygii,Chordata
"Acanthopagrus_randalli_Iwatsuki_&_Carpenter,_2009",Acanthopagrus_[Chordata],Sparidae,Perciformes,Actinopterygii,Chordata
"Acanthopagrus_schlegelii_(Bleeker,_1854)",Acanthopagrus_[Chordata],Sparidae,Perciformes,Actinopterygii,Chordata
"Acanthopagrus_schlegelii_czerskii_(Berg,_1914)",Acanthopagrus_[Chordata],Sparidae,Perciformes,Actinopterygii,Chordata
"Acanthopagrus_schlegelii_schlegelii_(Bleeker,_1854)",Acanthopagrus_[Chordata],Sparidae,Perciformes,Actinopterygii,Chordata
"Acanthopagrus_sivicolus_Akazaki,_1962",Acanthopagrus_[Chordata],Sparidae,Perciformes,Actinopterygii,Chordata
Acanthopagrus_swinhonis,Acanthopagrus_[Chordata],Sparidae,Perciformes,Actinopterygii,Chordata
"Acanthopagrus_taiwanensis_Iwatsuki_&_Carpenter,_2006",Acanthopagrus_[Chordata],Sparidae,Perciformes,Actinopterygii,Chordata
"Acanthopagurus_dubius_(A._Milne-Edwards_&_Bouvier,_1900)",Acanthopagurus_[Arthropoda],Paguridae,Decapoda,Malacostraca,Arthropoda
"Acanthopale_perkinsi_San_Martin,_1986",Acanthopale_[Annelida],Chrysopetalidae,Phyllodocida,Polychaeta,Annelida
"Acanthoparyphium_spinolosum_Johnston,_1917",Acanthoparyphium_[Platyhelminthes],Echinostomatidae,Plagiorchiida,Trematoda,Platyhelminthes
"Acanthopathes_hancocki_(Cooper,_1909)",Acanthopathes_[Cnidaria],Aphanipathidae,Antipatharia,Anthozoa,Cnidaria
"Acanthopathes_humilis_(Pourtals,_1867)",Acanthopathes_[Cnidaria],Aphanipathidae,Antipatharia,Anthozoa,Cnidaria
"Acanthopathes_somervillei_(Cooper,_1909)",Acanthopathes_[Cnidaria],Aphanipathidae,Antipatharia,Anthozoa,Cnidaria
"Acanthopathes_thyoides_(Pourtals,_1880)",Acanthopathes_[Cnidaria],Aphanipathidae,Antipatharia,Anthozoa,Cnidaria
"Acanthopathes_undulata_(van_Pesch,_1914)",Acanthopathes_[Cnidaria],Aphanipathidae,Antipatharia,Anthozoa,Cnidaria
Acanthopharyngoides_bidentatus,Acanthopharyngoides_[Nematoda],Desmodoridae,Desmodorida,Adenophorea,Nematoda
Acanthopharyngoides_chitwoodi,Acanthopharyngoides_[Nematoda],Desmodoridae,Desmodorida,Adenophorea,Nematoda
Acanthopharyngoides_duplex,Acanthopharyngoides_[Nematoda],Desmodoridae,Desmodorida,Adenophorea,Nematoda
Acanthopharyngoides_quintus,Acanthopharyngoides_[Nematoda],Desmodoridae,Desmodorida,Adenophorea,Nematoda
Acanthopharyngoides_scleratus,Acanthopharyngoides_[Nematoda],Desmodoridae,Desmodorida,Adenophorea,Nematoda
Acanthopharyngoides_table,Acanthopharyngoides_[Nematoda],Desmodoridae,Desmodorida,Adenophorea,Nematoda
"Acanthopharyngoides_tyrrhenicus_Wieser,_1954",Acanthopharyngoides_[Nematoda],Desmodoridae,Desmodorida,Adenophorea,Nematoda
"Acanthopharynx_affinis_Marion,_1870",Acanthopharynx_[Nematoda],Desmodoridae,Desmodorida,Adenophorea,Nematoda
Acanthopharynx_brachycapitata,Acanthopharynx_[Nematoda],Desmodoridae,Desmodorida,Adenophorea,Nematoda
Acanthopharynx_denticulata,Acanthopharynx_[Nematoda],Desmodoridae,Desmodorida,Adenophorea,Nematoda
Acanthopharynx_japonica,Acanthopharynx_[Nematoda],Desmodoridae,Desmodorida,Adenophorea,Nematoda
Acanthopharynx_merostomacha,Acanthopharynx_[Nematoda],Desmodoridae,Desmodorida,Adenophorea,Nematoda
"Acanthopharynx_micans_(Eberth,_1863)",Acanthopharynx_[Nematoda],Desmodoridae,Desmodorida,Adenophorea,Nematoda
"Acanthopharynx_micramphis_Schuurmans_Stekhoven,_1942",Acanthopharynx_[Nematoda],Desmodoridae,Desmodorida,Adenophorea,Nematoda
Acanthopharynx_nuda,Acanthopharynx_[Nematoda],Desmodoridae,Desmodorida,Adenophorea,Nematoda
"Acanthopharynx_perarmata_Marion,_1870",Acanthopharynx_[Nematoda],Desmodoridae,Desmodorida,Adenophorea,Nematoda
"Acanthopharynx_rigida_Schuurmans_Stekhoven,_1950",Acanthopharynx_[Nematoda],Desmodoridae,Desmodorida,Adenophorea,Nematoda
"Acanthopharynx_setosissima_Schuurmans_Stekhoven,_1943",Acanthopharynx_[Nematoda],Desmodoridae,Desmodorida,Adenophorea,Nematoda
Acanthopharynx_similis,Acanthopharynx_[Nematoda],Desmodoridae,Desmodorida,Adenophorea,Nematoda
"Acanthophragma_polaris_Hayward,_1993",Acanthophragma_[Bryozoa],Lepraliellidae,Cheilostomatida,Gymnolaemata,Bryozoa
"Acanthophrys_bocki_(Balss,_1938)",Acanthophrys_[Arthropoda],Epialtidae,Decapoda,Malacostraca,Arthropoda
"Acanthophrys_costatus_Griffin_&_Tranter,_1986",Acanthophrys_[Arthropoda],Epialtidae,Decapoda,Malacostraca,Arthropoda
"Acanthophrys_cristimanus_A._Milne-Edwards,_1865",Acanthophrys_[Arthropoda],Epialtidae,Decapoda,Malacostraca,Arthropoda
"Acanthophrys_paucispina_Miers,_1879",Acanthophrys_[Arthropoda],Epialtidae,Decapoda,Malacostraca,Arthropoda
"Acanthophyllia_deshayensiana_(Michelin,_1850)",Acanthophyllia_[Cnidaria],Mussidae,Scleractinia,Anthozoa,Cnidaria
"Acanthophyllia_deshayesiana_(Michelin,_1850)",Acanthophyllia_[Cnidaria],Mussidae,Scleractinia,Anthozoa,Cnidaria
Acanthophyma_gowerensis_(Lockett),Acanthophyma_[Arthropoda],Linyphiidae,Araneae,Arachnida,Arthropoda
"Acanthoplesiops_echinatus_Smith-Vaniz_&_Johnson,_1990",Acanthoplesiops_[Chordata],Acanthoclinidae,Perciformes,Actinopterygii,Chordata
"Acanthoplesiops_hiatti_Schultz,_1953",Acanthoplesiops_[Chordata],Acanthoclinidae,Perciformes,Actinopterygii,Chordata
"Acanthoplesiops_indicus_(Day,_1888)",Acanthoplesiops_[Chordata],Acanthoclinidae,Perciformes,Actinopterygii,Chordata
"Acanthoplesiops_naka_Mooi_&_Gill,_2004",Acanthoplesiops_[Chordata],Acanthoclinidae,Perciformes,Actinopterygii,Chordata
"Acanthoplesiops_psilogaster_Hardy,_1985",Acanthoplesiops_[Chordata],Acanthoclinidae,Perciformes,Actinopterygii,Chordata
"Acanthopleura_brevispinosa_(Sowerby,_1840)",Acanthopleura_[Mollusca],Chitonidae,Chitonida,Polyplacophora,Mollusca
"Acanthopleura_echinata_(Barnes,_1824)",Acanthopleura_[Mollusca],Chitonidae,Chitonida,Polyplacophora,Mollusca
"Acanthopleura_gemmata_(de_Blainville,_1825)",Acanthopleura_[Mollusca],Chitonidae,Chitonida,Polyplacophora,Mollusca
"Acanthopleura_granulata_(Gmelin,_1791)",Acanthopleura_[Mollusca],Chitonidae,Chitonida,Polyplacophora,Mollusca
"Acanthopleura_loochooana_(Broderip_&_Sowerby,_1829)",Acanthopleura_[Mollusca],Chitonidae,Chitonida,Polyplacophora,Mollusca
"Acanthopleura_planispina_Bergenhayn,_1933",Acanthopleura_[Mollusca],Chitonidae,Chitonida,Polyplacophora,Mollusca
"Acanthopleura_spinosa_(Bruguire,_1792)",Acanthopleura_[Mollusca],Chitonidae,Chitonida,Polyplacophora,Mollusca
"Acanthopleura_vaillantii_de_Rochebrune,_1882",Acanthopleura_[Mollusca],Chitonidae,Chitonida,Polyplacophora,Mollusca
"Acanthopolymastia_acanthoxa_(Koltun,_1964)",Acanthopolymastia_[Porifera],Polymastiidae,Hadromerida,Demospongiae,Porifera
"Acanthopolymastia_bathamae_Kelly-Borges_&_Bergquist,_1997",Acanthopolymastia_[Porifera],Polymastiidae,Hadromerida,Demospongiae,Porifera
"Acanthopolymastia_pisiformis_Kelly-Borges_&_Bergquist,_1997",Acanthopolymastia_[Porifera],Polymastiidae,Hadromerida,Demospongiae,Porifera
"Acanthopotamon_fungosum_(Alcock,_1909)",Acanthopotamon_[Arthropoda],Potamidae,Decapoda,Malacostraca,Arthropoda
"Acanthopotamon_martensi_(Wood-Mason,_1875)",Acanthopotamon_[Arthropoda],Potamidae,Decapoda,Malacostraca,Arthropoda
"Acanthopotamon_panningi_(Bott,_1966)",Acanthopotamon_[Arthropoda],Potamidae,Decapoda,Malacostraca,Arthropoda
"Acanthoprimnoa_cristata_(Kkenthal_&_Gorzawsky,_1908)",Acanthoprimnoa_[Cnidaria],Primnoidae,Alcyonacea,Anthozoa,Cnidaria
"Acanthoprimnoa_goesi_(Aurivillius,_1931)",Acanthoprimnoa_[Cnidaria],Primnoidae,Alcyonacea,Anthozoa,Cnidaria
"Acanthoprimnoa_pectinata_Cairns_&_Bayer,_2004",Acanthoprimnoa_[Cnidaria],Primnoidae,Alcyonacea,Anthozoa,Cnidaria
"Acanthoprimnoa_serta_(Kkenthal_&_Gorzawsky,_1908)",Acanthoprimnoa_[Cnidaria],Primnoidae,Alcyonacea,Anthozoa,Cnidaria
"Acanthoprimnoa_serta_squamosa_(Kkenthal_&_Gorzawsky,_1908)",Acanthoprimnoa_[Cnidaria],Primnoidae,Alcyonacea,Anthozoa,Cnidaria
"Acanthoprimnoa_squamosa_Kkenthal_&_Gorzawsky,_1908",Acanthoprimnoa_[Cnidaria],Primnoidae,Alcyonacea,Anthozoa,Cnidaria
"Acanthopsetta_nadeshnyi_Schmidt,_1904",Acanthopsetta_[Chordata],Pleuronectidae,Pleuronectiformes,Actinopterygii,Chordata
"Acanthopseudomonocelis_mirabilis_Curini-Galletti_&_Cannon,_1995",Acanthopseudomonocelis_[Platyhelminthes],Monocelididae,Seriata,Rhabditophora,Platyhelminthes
"Acanthoptilum_agassizi_Klliker,_1872",Acanthoptilum_[Cnidaria],Virgulariidae,Pennatulacea,Anthozoa,Cnidaria
"Acanthoptilum_album_Nutting,_1909",Acanthoptilum_[Cnidaria],Virgulariidae,Pennatulacea,Anthozoa,Cnidaria
"Acanthoptilum_annulatum_Nutting,_1909",Acanthoptilum_[Cnidaria],Virgulariidae,Pennatulacea,Anthozoa,Cnidaria
"Acanthoptilum_gracile_(Gabb,_1863)",Acanthoptilum_[Cnidaria],Virgulariidae,Pennatulacea,Anthozoa,Cnidaria
"Acanthoptilum_longifolium_Williams,_2007",Acanthoptilum_[Cnidaria],Virgulariidae,Pennatulacea,Anthozoa,Cnidaria
"Acanthoptilum_oligacis_Bayer,_1957",Acanthoptilum_[Cnidaria],Virgulariidae,Pennatulacea,Anthozoa,Cnidaria
"Acanthoptilum_pourtalesii_Klliker,_1870",Acanthoptilum_[Cnidaria],Virgulariidae,Pennatulacea,Anthozoa,Cnidaria
"Acanthoptilum_scalpelifolium_Moroff,_1902",Acanthoptilum_[Cnidaria],Virgulariidae,Pennatulacea,Anthozoa,Cnidaria
"Acanthorhabdus_fragilis_Burton,_1929",Acanthorhabdus_[Porifera],Acarnidae,Poecilosclerida,Demospongiae,Porifera
"Acanthoscina_acanthodes_(Stebbing,_1895)",Acanthoscina_[Arthropoda],Scinidae,Amphipoda,Malacostraca,Arthropoda
"Acanthoserolis_polaris_(Richardson,_1911)",Acanthoserolis_[Arthropoda],Serolidae,Isopoda,Malacostraca,Arthropoda
"Acanthoserolis_schythei_(Ltken,_1858)",Acanthoserolis_[Arthropoda],Serolidae,Isopoda,Malacostraca,Arthropoda
"Acanthosphex_leurynnis_(Jordan_&_Seale,_1905)",Acanthosphex_[Chordata],Aploactinidae,Scorpaeniformes,Actinopterygii,Chordata
"Acanthosquilla_crosnieri_Ahyong,_2002",Acanthosquilla_[Arthropoda],Nannosquillidae,Stomatopoda,Malacostraca,Arthropoda
"Acanthosquilla_derijardi_Manning,_1970",Acanthosquilla_[Arthropoda],Nannosquillidae,Stomatopoda,Malacostraca,Arthropoda
"Acanthosquilla_multifasciata_(Wood-Mason,_1895)",Acanthosquilla_[Arthropoda],Nannosquillidae,Stomatopoda,Malacostraca,Arthropoda
"Acanthosquilla_tigrina_(Nobili,_1903)",Acanthosquilla_[Arthropoda],Nannosquillidae,Stomatopoda,Malacostraca,Arthropoda
"Acanthosquilla_wilsoni_Moosa,_1973",Acanthosquilla_[Arthropoda],Nannosquillidae,Stomatopoda,Malacostraca,Arthropoda
"Acanthostepheia_behringiensis_(Lockington,_1877)",Acanthostepheia_[Arthropoda],Oedicerotidae,Amphipoda,Malacostraca,Arthropoda
"Acanthostepheia_incarinata_Gurjanova,_1929",Acanthostepheia_[Arthropoda],Oedicerotidae,Amphipoda,Malacostraca,Arthropoda
"Acanthostepheia_malmgreni_(Goes,_1866)",Acanthostepheia_[Arthropoda],Oedicerotidae,Amphipoda,Malacostraca,Arthropoda
"Acanthostomum_absconditum_(Looss,_1901)",Acanthostomum_[Platyhelminthes],Cryptogonimidae,Plagiorchiida,Trematoda,Platyhelminthes
"Acanthostomum_balthicum_Reimer,_Hildebrand,_Scharberth_&_Walter,_1996",Acanthostomum_[Platyhelminthes],Cryptogonimidae,Plagiorchiida,Trematoda,Platyhelminthes
"Acanthostomum_inerme_Stossich,_1905",Acanthostomum_[Platyhelminthes],Cryptogonimidae,Plagiorchiida,Trematoda,Platyhelminthes
"Acanthostomum_saoudi_Hassan,_El-Aziz,_Khidr_&_Abu_Samak,_1990",Acanthostomum_[Platyhelminthes],Cryptogonimidae,Plagiorchiida,Trematoda,Platyhelminthes
"Acanthostracion_guineensis_(Bleeker,_1865)",Acanthostracion_[Chordata],Ostraciidae,Tetraodontiformes,Actinopterygii,Chordata
"Acanthostracion_notacanthus_(Bleeker,_1863)",Acanthostracion_[Chordata],Ostraciidae,Tetraodontiformes,Actinopterygii,Chordata
"Acanthostracion_polygonius_Poey,_1876",Acanthostracion_[Chordata],Ostraciidae,Tetraodontiformes,Actinopterygii,Chordata
"Acanthostracion_quadricornis_(Linnaeus,_1758)",Acanthostracion_[Chordata],Ostraciidae,Tetraodontiformes,Actinopterygii,Chordata
"Acanthostrongylophora_ashmorica_Hooper,_1984",Acanthostrongylophora_[Porifera],Petrosiidae,Haplosclerida,Demospongiae,Porifera
"Acanthostrongylophora_ingens_(Thiele,_1899)",Acanthostrongylophora_[Porifera],Petrosiidae,Haplosclerida,Demospongiae,Porifera
"Acanthostylotella_cornuta_(Topsent,_1897)",Acanthostylotella_[Porifera],Raspailiidae,Poecilosclerida,Demospongiae,Porifera
"Acanthotetilla_celebensis_de_Voogd_&_van_Soest,_2007",Acanthotetilla_[Porifera],Tetillidae,Spirophorida,Demospongiae,Porifera
"Acanthotetilla_enigmatica_(Lvi,_1964)",Acanthotetilla_[Porifera],Tetillidae,Spirophorida,Demospongiae,Porifera
"Acanthotetilla_gorgonosclera_van_Soest,_1977",Acanthotetilla_[Porifera],Tetillidae,Spirophorida,Demospongiae,Porifera
"Acanthotetilla_hemisphaerica_Burton,_1959",Acanthotetilla_[Porifera],Tetillidae,Spirophorida,Demospongiae,Porifera
"Acanthotetilla_rocasensis_Peixinho,_Fernandez,_Oliveira,_Caires_&_Hajdu,_2007",Acanthotetilla_[Porifera],Tetillidae,Spirophorida,Demospongiae,Porifera
"Acanthotetilla_seychellensis_(Thomas,_1973)",Acanthotetilla_[Porifera],Tetillidae,Spirophorida,Demospongiae,Porifera
"Acanthotetilla_walteri_Peixinho,_Fernandez,_Oliveira,_Caires_&_Hajdu,_2007",Acanthotetilla_[Porifera],Tetillidae,Spirophorida,Demospongiae,Porifera
"Acanthotriaena_crypta_Vacelet,_Vasseur_&_Lvi,_1976",Acanthotriaena_[Porifera],Pachastrellidae,Astrophorida,Demospongiae,Porifera
"Acanthotrochus_mirabilis_Danielssen_&_Koren,_1879",Acanthotrochus_[Echinodermata],Myriotrochidae,Apodida,Holothuroidea,Echinodermata
"Acanthotrophon_carduus_(Broderip,_1833)",Acanthotrophon_[Mollusca],Muricidae,Neogastropoda,Gastropoda,Mollusca
"Acanthotrophon_sentus_Berry,_1969",Acanthotrophon_[Mollusca],Muricidae,Neogastropoda,Gastropoda,Mollusca
"Acanthotrophon_sorenseni_(Hertlein_&_Strong,_1951)",Acanthotrophon_[Mollusca],Muricidae,Neogastropoda,Gastropoda,Mollusca
"Acanthotrophon_striatoides_Vokes,_1980",Acanthotrophon_[Mollusca],Muricidae,Neogastropoda,Gastropoda,Mollusca
"Acanthozoon_albopapillosum_Hyman,_1959",Acanthozoon_[Platyhelminthes],Pseudocerotidae,Polycladida,Rhabditophora,Platyhelminthes
"Acanthozoon_albopunctatum_Prudhoe,_1977",Acanthozoon_[Platyhelminthes],Pseudocerotidae,Polycladida,Rhabditophora,Platyhelminthes
"Acanthozoon_alderi_(Collingwood,_1876)",Acanthozoon_[Platyhelminthes],Pseudocerotidae,Polycladida,Rhabditophora,Platyhelminthes
"Acanthozoon_allmani_(Collingwood,_1876)",Acanthozoon_[Platyhelminthes],Pseudocerotidae,Polycladida,Rhabditophora,Platyhelminthes
